strategy_id,decision,primary_reason,blockers,chordia_verdict,expectancy_r,sample_size,orb_label,filter_type,rr_target,replacement_target,replacement_target_status,add_delta_annual_r,add_delta_sharpe,replace_delta_annual_r,replace_delta_sharpe,corr_gate_pass,corr_reject_reasons,account_risk_ok,account_risk_detail
MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_100_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1157,520,COMEX_SETTLE,OVNRNG_100,1.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_25,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0868,1468,COMEX_SETTLE,OVNRNG_25,1.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ATR_P30,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1171,1045,COMEX_SETTLE,ATR_P30,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ATR_P50,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1499,821,COMEX_SETTLE,ATR_P50,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1297,1233,COMEX_SETTLE,COST_LT12,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_COST_LT12_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.0754,1242,COMEX_SETTLE,COST_LT12,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_COST_LT15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1212,1353,COMEX_SETTLE,COST_LT15,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_NO_FILTER,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1025,1475,COMEX_SETTLE,NO_FILTER,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G4,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1085,1467,COMEX_SETTLE,ORB_G4,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G5,PARK,Allocator Chordia gate does not permit deploy (FAIL_BOTH).,chordia_fail_both,FAIL_BOTH,0.1119,1459,COMEX_SETTLE,ORB_G5,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G6,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1086,1440,COMEX_SETTLE,ORB_G6,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G8,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.118,1374,COMEX_SETTLE,ORB_G8,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G8_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.0746,1383,COMEX_SETTLE,ORB_G8,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_VOL_2K,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1168,1418,COMEX_SETTLE,ORB_VOL_2K,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_10,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1016,1474,COMEX_SETTLE,OVNRNG_10,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_100,PARK,Already selected in the current active profile; no proposal change.,already_selected,PASS_CHORDIA,0.2151,513,COMEX_SETTLE,OVNRNG_100,1.5,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_100,DEPLOY,0.0,0.0,0.0,0.0,False,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_100: rho=1.000>0.7; subset=100.0%>80%,True,"worst_case=$291<=2000; slots=2/7; candidate_p90_orb=51.6pts, candidate_risk=$77"
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_100_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.1508,518,COMEX_SETTLE,OVNRNG_100,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_25,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1033,1454,COMEX_SETTLE,OVNRNG_25,1.5,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ATR_P30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0967,1036,COMEX_SETTLE,ATR_P30,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ATR_P50,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1139,814,COMEX_SETTLE,ATR_P50,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_COST_LT10,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1111,1041,COMEX_SETTLE,COST_LT10,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1165,1218,COMEX_SETTLE,COST_LT12,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_COST_LT15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0992,1337,COMEX_SETTLE,COST_LT15,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_NO_FILTER,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0787,1459,COMEX_SETTLE,NO_FILTER,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G4,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0846,1451,COMEX_SETTLE,ORB_G4,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G5,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.089,1443,COMEX_SETTLE,ORB_G5,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G6,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0884,1424,COMEX_SETTLE,ORB_G6,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G8,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0954,1358,COMEX_SETTLE,ORB_G8,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_VOL_2K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0915,1402,COMEX_SETTLE,ORB_VOL_2K,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_VOL_4K,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1029,1171,COMEX_SETTLE,ORB_VOL_4K,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_OVNRNG_10,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0794,1458,COMEX_SETTLE,OVNRNG_10,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_OVNRNG_100,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1736,508,COMEX_SETTLE,OVNRNG_100,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_OVNRNG_100_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1246,515,COMEX_SETTLE,OVNRNG_100,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.0_CB1_OVNRNG_25,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.08,1438,COMEX_SETTLE,OVNRNG_25,2.0,,,,,,,,,,
MNQ_COMEX_SETTLE_E2_RR2.5_CB1_OVNRNG_100,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1573,502,COMEX_SETTLE,OVNRNG_100,2.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT10,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0952,819,EUROPE_FLOW,COST_LT10,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT10_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0818,819,EUROPE_FLOW,COST_LT10,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0921,1024,EUROPE_FLOW,COST_LT12,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT12_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0712,1024,EUROPE_FLOW,COST_LT12,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0844,1235,EUROPE_FLOW,COST_LT15,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_ORB_G5,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0655,1485,EUROPE_FLOW,ORB_G5,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_ORB_G8,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0756,1291,EUROPE_FLOW,ORB_G8,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_OVNRNG_100,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1179,532,EUROPE_FLOW,OVNRNG_100,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_OVNRNG_100_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1029,532,EUROPE_FLOW,OVNRNG_100,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_OVNRNG_50,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0795,1229,EUROPE_FLOW,OVNRNG_50,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.0_CB1_PDR_R080,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0744,988,EUROPE_FLOW,PDR_R080,1.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_COST_LT10,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1329,819,EUROPE_FLOW,COST_LT10,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_COST_LT10_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1088,819,EUROPE_FLOW,COST_LT10,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1067,1024,EUROPE_FLOW,COST_LT12,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_COST_LT12_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.084,1024,EUROPE_FLOW,COST_LT12,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_COST_LT15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0938,1235,EUROPE_FLOW,COST_LT15,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_ORB_G5,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,FAIL_BOTH,0.074,1485,EUROPE_FLOW,ORB_G5,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_ORB_G8,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0876,1291,EUROPE_FLOW,ORB_G8,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_OVNRNG_100,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1714,532,EUROPE_FLOW,OVNRNG_100,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_OVNRNG_100_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1513,532,EUROPE_FLOW,OVNRNG_100,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_OVNRNG_50,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0845,1229,EUROPE_FLOW,OVNRNG_50,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_PDR_R080,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0932,988,EUROPE_FLOW,PDR_R080,1.5,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT10,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1614,819,EUROPE_FLOW,COST_LT10,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT10_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.1202,819,EUROPE_FLOW,COST_LT10,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1356,1024,EUROPE_FLOW,COST_LT12,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT12_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.1026,1024,EUROPE_FLOW,COST_LT12,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1128,1235,EUROPE_FLOW,COST_LT15,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_ORB_G5,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.0961,1485,EUROPE_FLOW,ORB_G5,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_ORB_G8,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1121,1291,EUROPE_FLOW,ORB_G8,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_OVNRNG_100,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1871,532,EUROPE_FLOW,OVNRNG_100,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_OVNRNG_100_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.1632,532,EUROPE_FLOW,OVNRNG_100,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_OVNRNG_50,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1136,1229,EUROPE_FLOW,OVNRNG_50,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR2.0_CB1_PDR_R080,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1205,988,EUROPE_FLOW,PDR_R080,2.0,,,,,,,,,,
MNQ_EUROPE_FLOW_E2_RR3.0_CB1_COST_LT12,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1358,1022,EUROPE_FLOW,COST_LT12,3.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT08,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.088,1495,NYSE_OPEN,COST_LT08,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT10,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0854,1502,NYSE_OPEN,COST_LT10,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,PASS_PROTOCOL_A,0.087,1508,NYSE_OPEN,COST_LT12,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0884,1514,NYSE_OPEN,COST_LT15,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_NO_FILTER,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0889,1524,NYSE_OPEN,NO_FILTER,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G4,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0894,1523,NYSE_OPEN,ORB_G4,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G5,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0889,1521,NYSE_OPEN,ORB_G5,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G6,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0885,1520,NYSE_OPEN,ORB_G6,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G8,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0888,1515,NYSE_OPEN,ORB_G8,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_16K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0956,1359,NYSE_OPEN,ORB_VOL_16K,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_2K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0875,1512,NYSE_OPEN,ORB_VOL_2K,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_4K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0842,1500,NYSE_OPEN,ORB_VOL_4K,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_8K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0873,1475,NYSE_OPEN,ORB_VOL_8K,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_OVNRNG_25,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0942,1501,NYSE_OPEN,OVNRNG_25,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.0_CB1_OVNRNG_50,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1112,1215,NYSE_OPEN,OVNRNG_50,1.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT08,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1041,1459,NYSE_OPEN,COST_LT08,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT10,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.102,1466,NYSE_OPEN,COST_LT10,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT12,PARK,Exact lane SR/runtime control was not evaluated; paper/sandbox monitor state is required first.,runtime_sr_not_evaluated,PASS_PROTOCOL_A,0.105,1472,NYSE_OPEN,COST_LT12,1.5,MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT12,PAUSE,24.364912110726635,0.014918884874512983,,,True,,True,"worst_case=$415<=2000; slots=3/7; candidate_p90_orb=85.8pts, candidate_risk=$129"
MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.105,1478,NYSE_OPEN,COST_LT15,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_NO_FILTER,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1073,1488,NYSE_OPEN,NO_FILTER,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_G4,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1078,1487,NYSE_OPEN,ORB_G4,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_G5,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1067,1485,NYSE_OPEN,ORB_G5,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_G6,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1061,1484,NYSE_OPEN,ORB_G6,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_G8,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1057,1479,NYSE_OPEN,ORB_G8,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_16K,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1155,1326,NYSE_OPEN,ORB_VOL_16K,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_2K,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1034,1476,NYSE_OPEN,ORB_VOL_2K,1.5,,,,,,,,,,
